Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11	Var1_12	Var1_13	Var1_14	Var1_15	Var1_16	Var1_17	Var1_18	Var1_19	Var1_20	Var1_21	Var1_22	Var1_23	Var1_24	Var1_25	Var1_26	Var1_27	Var1_28	Var1_29	Var1_30	Var1_31
4.12398348917156	4.12398348917156	4.68606036260863	4.25655041125484	4.02316390701895	4.06803943150894	4.12398348917156	3.4111038295308	3.8427507958157	4.30105927526498	4.2591822307859	4.12398348917156	4.08347082231337	4.00589707874831	4.00589707874831	3.95603555792375	3.98476174211454	4.00589707874831	5.38545636771412	5.29968913389802	5.52279312546432	5.52279312546432	5.6672740585035	5.52279312546432	4.00589707874831	2.61228471140811	2.34252447843621	2.36394091628398	2.36394091628398	2.36017061723067	2.36394091628398
4.10998521258544	4.10998521258544	4.67531870161625	4.20505358032425	3.93671896690809	3.97349567707244	4.10998521258544	3.4018870609286	3.82790602655077	4.28612232548416	4.25612810587173	4.10998521258544	4.07287418911226	4.00158219284465	4.00158219284465	3.9488588902932	3.96882316533754	4.00158219284465	5.38327589505627	5.28537262482035	5.49720649135629	5.49720649135629	5.63877029478892	5.49720649135629	4.00158219284465	2.60862997934808	2.34564798018608	2.36144223547189	2.36144223547189	2.35262094495648	2.36144223547189
4.09023693570191	4.09023693570191	4.65573723164641	4.15004581672277	3.90103168279705	3.94112921000033	4.09023693570191	3.38199365693155	3.80378033805675	4.26383352677069	4.24700835146575	4.09023693570191	4.06417973030074	4.00218570212197	4.00218570212197	3.95975075710803	3.97127640885377	4.00218570212197	5.38447856507374	5.27796223223643	5.4778362487705	5.4778362487705	5.6171794248943	5.4778362487705	4.00218570212197	2.61187738009215	2.35805026140321	2.36532141354927	2.36532141354927	2.35571275767417	2.36532141354927
4.06918003806104	4.06918003806104	4.63558580269461	4.12950244613941	3.90844640305222	3.93889514656538	4.06918003806104	3.36022825868971	3.75475138315561	4.20693765838766	4.22469226209947	4.06918003806104	4.04914121478234	3.99567723588363	3.99567723588363	3.96323732397585	3.97079181199768	3.99567723588363	5.38257851519926	5.27519392167358	5.46454516523251	5.46454516523251	5.59884750069171	5.46454516523251	3.99567723588363	2.60743677070059	2.39166689782657	2.38326314434825	2.38326314434825	2.3595558789672	2.38326314434825
4.04744900245426	4.04744900245426	4.64455719178796	4.12969016533113	3.90172548058159	3.91307202276106	4.04744900245426	3.36531043064036	3.68095646022662	4.1001392963912	4.17044370695893	4.04744900245426	4.0310217506275	3.99181169251305	3.99181169251305	3.97825912924267	3.98611529365995	3.99181169251305	5.38176796013718	5.28372998166603	5.46686112236768	5.46686112236768	5.59856693832008	5.46686112236768	3.99181169251305	2.60491467834023	2.43204692356842	2.41112868915154	2.41112868915154	2.37462241799938	2.41112868915154
4.03908176064216	4.03908176064216	4.63263287618581	4.10000275307217	3.89077208501516	3.89113279309168	4.03908176064216	3.35570044698623	3.58475317039199	3.94714288003593	4.05185529774745	4.03908176064216	4.01948212688793	3.98115166539869	3.98115166539869	3.97168839402314	3.98212446268905	3.98115166539869	5.37449716054629	5.2885362969284	5.46584080043611	5.46584080043611	5.59850595967389	5.46584080043611	3.98115166539869	2.59781353934955	2.44933962294627	2.42806078617134	2.42806078617134	2.39063399179579	2.42806078617134
4.03047658778327	4.03047658778327	4.64537475474467	4.10795481768407	3.88939230847365	3.88021681668553	4.03047658778327	3.36840993393512	3.51606314902384	3.81581427544959	3.87623355080595	4.03047658778327	4.01127591226602	3.97889489325269	3.97889489325269	3.96789547418887	3.98477499438643	3.97889489325269	5.37028196554265	5.29838006425609	5.46785596950698	5.46785596950698	5.5970978703091	5.46785596950698	3.97889489325269	2.59866504548	2.48927055486507	2.45083599461447	2.45083599461447	2.39861354161734	2.45083599461447
4.01810417335022	4.01810417335022	4.64904747963198	4.11842049659549	3.89257514456093	3.87724480771682	4.01810417335022	3.36978153685493	3.46555296961908	3.73193168597683	3.68282180314276	4.01810417335022	4.00179145596212	3.97427804927749	3.97427804927749	3.96520422073369	3.98525219432563	3.97427804927749	5.36382755180651	5.31487044480831	5.46549010063059	5.46549010063059	5.58934687451219	5.46549010063059	3.97427804927749	2.59472249022992	2.51215502803971	2.4572276598332	2.4572276598332	2.3936345944516	2.4572276598332
4.01437658695051	4.01437658695051	4.64431967050597	4.11771450645449	3.88198590659961	3.87333667021693	4.01437658695051	3.36415657848216	3.42010344298827	3.64569069144038	3.49357154765111	4.01437658695051	3.99636446988843	3.96581423721515	3.96581423721515	3.95168797507624	3.97345301794377	3.96581423721515	5.35421892634238	5.33143739186547	5.46444821079787	5.46444821079787	5.56956529378453	5.46444821079787	3.96581423721515	2.58599390437097	2.53262772965052	2.46841338193788	2.46841338193788	2.39312485032674	2.46841338193788
4.00481968990447	4.00481968990447	4.64879162913706	4.13346417235184	3.87444386258232	3.87486278501723	4.00481968990447	3.36155226132899	3.41466940905125	3.55049870340285	3.32385543773794	4.00481968990447	3.99074264085907	3.96018683675233	3.96018683675233	3.94270775003238	3.96265567695623	3.96018683675233	5.34409029277553	5.35218262856705	5.4486001481132	5.4486001481132	5.53761307667121	5.4486001481132	3.96018683675233	2.57850512514693	2.54529241868522	2.48052371397943	2.48052371397943	2.39839895686871	2.48052371397943
3.98994899948012	3.98994899948012	4.65026271600759	4.14482752858824	3.87512605660505	3.8770260770614	3.98994899948012	3.35874397282309	3.44107309468748	3.45302984557726	3.20020541844014	3.98994899948012	3.98050680221289	3.9547105353741	3.9547105353741	3.93326482592247	3.95176728663307	3.9547105353741	5.33810477287209	5.37594917028599	5.43254068333041	5.43254068333041	5.49658176910954	5.43254068333041	3.9547105353741	2.56867083654716	2.55520486064217	2.49062024651801	2.49062024651801	2.41285394614263	2.49062024651801
3.97829037818743	3.97829037818743	4.64612562471185	4.15030050584403	3.87501397066201	3.87722324732502	3.97829037818743	3.35242963668619	3.47723533034899	3.35020456028642	3.14136961383331	3.97829037818743	3.97170998667802	3.94825951911301	3.94825951911301	3.92520111389283	3.93626783619255	3.94825951911301	5.3316914133551	5.40538342927069	5.41054503507735	5.41054503507735	5.45130991173505	5.41054503507735	3.94825951911301	2.55956425731725	2.56799272306181	2.50430097066499	2.50430097066499	2.42502552506676	2.50430097066499
3.95671796327851	3.95671796327851	4.63519329841084	4.15772222340589	3.87201982357816	3.8732064734694	3.95671796327851	3.34067246169911	3.51211110124994	3.27907380259953	3.13682699203151	3.95671796327851	3.95969466570506	3.94432470573735	3.94432470573735	3.92195813038666	3.92966064892516	3.94432470573735	5.32663707995996	5.43473047586437	5.39026069041616	5.39026069041616	5.41421055538278	5.39026069041616	3.94432470573735	2.55307905377167	2.57725456692005	2.52116716733552	2.52116716733552	2.44628352776067	2.52116716733552
3.94133175558612	3.94133175558612	4.63600848820845	4.17850740369	3.86886834890722	3.87883507736817	3.94133175558612	3.34205512195919	3.54253518050908	3.24985402290939	3.17437022347322	3.94133175558612	3.94976054092282	3.940659984098	3.940659984098	3.91730195388481	3.92319387882924	3.940659984098	5.32109302951118	5.45611576986735	5.3673542947336	5.3673542947336	5.38402224726059	5.3673542947336	3.940659984098	2.54766965843275	2.5952476803783	2.54075971071493	2.54075971071493	2.46182696561434	2.54075971071493
3.92626278928945	3.92626278928945	4.62769323633395	4.19408584442714	3.87092416726511	3.87816091521085	3.92626278928945	3.33439155419434	3.55222832036521	3.28019970938827	3.25454860560038	3.92626278928945	3.93723164702651	3.93176389656984	3.93176389656984	3.90827327890524	3.91020887422269	3.93176389656984	5.31282233239001	5.47979469559238	5.35079452719348	5.35079452719348	5.34352137981885	5.35079452719348	3.93176389656984	2.53850345321845	2.61115757401632	2.56568771377458	2.56568771377458	2.4861173999438	2.56568771377458
