Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11	Var1_12	Var1_13	Var1_14	Var1_15	Var1_16	Var1_17	Var1_18	Var1_19	Var1_20	Var1_21	Var1_22	Var1_23	Var1_24	Var1_25	Var1_26	Var1_27	Var1_28	Var1_29	Var1_30
1.57059175257732	1.57059175257732	31.5465663563204	75.1710186393093	NaN	-10.3969052113494	-0.00784775902660839	30.2381578048426	84.2866962354755	NaN	-2.96208008284325	-0.00784775902660839	-0.891059689783646	-12.2104269766422	7.43752358059357	-2.87940351263852	-2.95001054869935	0.00397741399883159	-3.0226908036127	-11.6771874389569	-92.5815337796534	27.8457770227281	3.26970590283377	1.40858352113363	0.00397741399883159	-8.41490211033039	-14.7088337347816	54.0607184505228	31.3216944958951	-8.14319054118538
1.62184536082474	1.62184536082474	31.6161538440814	73.9225060966605	NaN	-9.6904553142967	-0.00784775902660839	30.3995974026183	87.4668979528872	NaN	-2.65593586692917	-0.00784775902660839	-0.805331572044474	-11.8252781507949	7.13315886503252	-2.8693389439958	-2.90401272564415	0.00397741399883159	-2.90621036421835	-10.864594112533	-90.3478578747156	27.5159864017066	3.38358967258328	1.40858352113363	0.00397741399883159	-8.26892880995316	-14.092450033464	55.0245185723662	32.0594616727394	-8.13007817570628
1.67382577319587	1.67382577319587	31.6371585441334	72.5192394352646	NaN	-9.0306336189053	-0.00784775902660839	30.5353170575012	90.542583761161	NaN	-2.10159443104596	-0.00784775902660839	-0.720164406060215	-11.4480274952404	6.82936776554229	-2.84663207461883	-2.85300830015039	0.00397741399883159	-2.80014885333437	-10.101489809313	-88.1079867864146	27.2778313972695	3.49876774383661	1.40858352113363	0.00397741399883159	-8.12983522349021	-13.4911233681529	55.9237948472334	32.756658434851	-8.11662150729753
1.72416804123711	1.72416804123711	31.6057233421354	71.3858851423184	NaN	-8.20906357553668	-0.00784775902660839	30.6527860916065	93.2498913547796	NaN	-1.37835806653512	-0.00784775902660839	-0.627478327355191	-11.0673822596395	6.52993581421449	-2.80665677798507	-2.78543238960102	0.00397741399883159	-2.7040953739061	-9.39296396496967	-86.0069353183785	27.1028219118978	3.61099534798088	1.40858352113363	0.00397741399883159	-7.98389187220013	-12.8800371318114	56.7360026546749	33.3304445276401	-8.09997466556105
1.77728041237113	1.77728041237113	31.4930333436828	70.7663991272846	NaN	-7.41664874367845	-0.00784775902660839	30.6280748302506	95.2014016127894	NaN	-0.564763002393004	-0.00784775902660839	-0.531672968256721	-10.6814112374879	6.20514707396487	-2.75617571162576	-2.71420104801591	0.00397741399883159	-2.59875705209106	-8.66692048919147	-83.811450084804	26.9515542129978	3.7281221403736	1.40858352113363	0.00397741399883159	-7.82110593210129	-12.2949210519701	57.6387932787513	33.9188722387891	-8.09377114946765
1.83099175257732	1.83099175257732	31.4613623419543	70.6765546332993	NaN	-6.60250933879454	-0.00784775902660839	30.5873623455323	96.113697046488	NaN	0.270597824290048	-0.00784775902660839	-0.43176051160174	-10.2881170712312	5.87752767782851	-2.72574269514944	-2.6535578349991	0.00397741399883159	-2.47617104085936	-7.9089600702841	-81.5721457152054	26.8128777355467	3.85381631973892	1.40858352113363	0.00397741399883159	-7.64118502817912	-11.7324860641054	58.3679857645345	34.3977982309052	-8.07523163419661
1.88210927835051	1.88210927835051	31.484987952153	71.1898842877801	NaN	-5.91971659376934	-0.00784775902660839	30.6836666784008	96.6348846183515	NaN	0.968991138332706	-0.00784775902660839	-0.331305566660428	-9.89894028327869	5.57030242811043	-2.67711251058092	-2.58189845159278	0.00397741399883159	-2.3439281498642	-7.13352898137964	-79.3479707938928	26.6826547640009	3.98506228413599	1.40858352113363	0.00397741399883159	-7.45749913108307	-11.2337133287565	59.0927410748195	34.8931157910863	-8.05013397108088
1.93181030927835	1.93181030927835	31.4822762834257	72.4007751424854	NaN	-5.43907141098364	-0.00784775902660839	30.8084309820684	96.8211436609601	NaN	1.42906161421631	-0.00784775902660839	-0.230069169640002	-9.52101684777167	5.25274822062114	-2.65596747082765	-2.52241258274973	0.00397741399883159	-2.18842172258452	-6.2726043885924	-77.0312683759351	26.5674915173681	4.12713009868356	1.40858352113363	0.00397741399883159	-7.25966457561957	-10.7874429023498	59.5535216353917	35.2099127266006	-8.02337331183436
1.98496804123711	1.98496804123711	31.5473810150337	74.1669820466551	NaN	-5.05973537423803	-0.00784775902660839	30.9166397187854	96.5150885081135	NaN	1.8512037179814	-0.00784775902660839	-0.124522860317328	-9.13027274444161	4.94939796554289	-2.65383769567685	-2.46390138976595	0.00397741399883159	-2.00741197020409	-5.26992050362989	-74.7282062859818	26.4533557887041	4.27251029074443	1.40858352113363	0.00397741399883159	-7.03591131756239	-10.3319732203851	60.0567670418866	35.5463858172523	-7.99581551275724
2.03437216494845	2.03437216494845	31.7339172586801	78.412458895105	NaN	-4.81113732992869	-0.00784775902660839	30.9761474036476	95.6517321550252	NaN	2.24742281222712	-0.00784775902660839	-0.0199760589199345	-8.73475497147657	4.67908577490656	-2.69904929853523	-2.42825845679751	0.00397741399883159	-1.82738914485145	-4.26246217189013	-72.4315261343225	26.3741280582597	4.41286579070157	1.40858352113363	0.00397741399883159	-6.80984304274305	-9.89178855844526	60.550581754328	35.8664416009846	-7.97379058809381
2.08183298969072	2.08183298969072	31.9045731548461	82.9612289243669	NaN	-4.44147310383419	-0.00784775902660839	31.084589327811	94.4672167295468	NaN	2.81620029765334	-0.00784775902660839	0.0844889380626945	-8.3591715542154	4.47464096067623	-2.75745481977834	-2.39632812360619	0.00397741399883159	-1.64630139080215	-3.30765964050079	-70.3350749535272	26.1921259371998	4.55574490678291	1.40858352113363	0.00397741399883159	-6.57257728368176	-9.46231440175719	61.0957858750353	36.1574551499754	-7.95647676569988
2.1254030927835	2.1254030927835	32.0978266602509	87.1651455607434	NaN	-3.82761234186843	-0.00784775902660839	31.1963067070302	93.129625871136	NaN	3.64956399345718	-0.00784775902660839	0.180540607471144	-8.0161336251466	4.26165232349011	-2.81509679816991	-2.36747810220181	0.00397741399883159	-1.46100782079235	-2.35249735447568	-68.3888410136305	26.0083952979121	4.69481891021483	1.40858352113363	0.00397741399883159	-6.32075905059277	-9.00950849992038	61.6250898410361	36.4166794886124	-7.93328748027628
