Var1_ 1	Var1_ 2	Var1_ 3	Var1_ 4	Var1_ 5	Var1_ 6	Var1_ 7	Var1_ 8	Var1_ 9	Var1_10	Var1_11	Var1_12	Var1_13	Var1_14	Var1_15	Var1_16	Var1_17	Var1_18	Var1_19	Var1_20	Var1_21	Var1_22	Var1_23	Var1_24	Var1_25	Var1_26	Var1_27	Var1_28	Var1_29	Var1_30	Var1_31
8.10611843652337	8.10611843652337	7.37212622768023	4.79681277507529	1.94432629891209	2.01796278070571	8.10611843652337	7.43914674854441	4.52732856294598	1.94110320041969	1.55679818548806	8.10611843652337	8.92175977167444	9.73271141355392	9.73271141355392	10.354991767055	10.9690908340821	9.73271141355392	10.1775919446851	8.36100087842526	7.05114836059842	7.05114836059842	6.83244234918056	7.05114836059842	9.73271141355392	9.9675865261772	8.04198448321279	7.34227401508437	7.34227401508437	7.36590224793704	7.34227401508437
8.08391153882301	8.08391153882301	7.35549531704693	4.77184059127941	1.90867079327718	1.93816093295678	8.08391153882301	7.4104018528638	4.52638781322764	2.00585501103224	1.56719226028714	8.08391153882301	8.89971679095791	9.71212239960165	9.71212239960165	10.3341645726032	10.9464510735304	9.71212239960165	10.1506882944287	8.32566328966594	7.0137309602756	7.0137309602756	6.79328156628524	7.0137309602756	9.71212239960165	9.95358053652098	8.03058306901892	7.31712915672349	7.31712915672349	7.3346335712145	7.31712915672349
8.05476498559129	8.05476498559129	7.32451632152043	4.74489048947995	1.86612887354512	1.77699535558606	8.05476498559129	7.38104001920657	4.51996021679179	2.09834819082148	1.59636844617246	8.05476498559129	8.87085703944876	9.68508045684355	9.68508045684355	10.3078550738171	10.9176447259503	9.68508045684355	10.1200428780384	8.28669704733907	6.97195738381273	6.97195738381273	6.74996552527632	6.97195738381273	9.68508045684355	9.92916622248565	8.00451256308275	7.25298396702358	7.25298396702358	7.26088801476015	7.25298396702358
8.03807015714156	8.03807015714156	7.30636485173545	4.73141824438197	1.855797242498	1.69103094653977	8.03807015714156	7.36652017910932	4.4875086732765	2.23278091952643	1.62717628767129	8.03807015714156	8.85425614944441	9.66951385199772	9.66951385199772	10.2928139227485	10.8993201341513	9.66951385199772	10.090880619247	8.23940927657513	6.92252591070443	6.92252591070443	6.69796088555357	6.92252591070443	9.66951385199772	9.92617469610451	7.99046431842269	7.16983215992847	7.16983215992847	7.15671896620156	7.16983215992847
8.04140119179661	8.04140119179661	7.33353025550792	4.72651524056172	1.86953096366489	1.66441128183133	8.04140119179661	7.34589517863541	4.40758514885932	2.39720394650556	1.65607897760673	8.04140119179661	8.85763430703057	9.67389463932723	9.67389463932723	10.2978802300292	10.9016690669844	9.67389463932723	10.0862636067759	8.21448573677709	6.89667283396671	6.89667283396671	6.67012599461124	6.89667283396671	9.67389463932723	9.93837002636491	7.98752335190307	7.08364093387447	7.08364093387447	7.04343614043607	7.08364093387447
8.06884257252634	8.06884257252634	7.3622163106137	4.70125448665574	1.86834791527305	1.64799175369868	8.06884257252634	7.37299197506591	4.38705420237285	2.57445805090745	1.72704545408227	8.06884257252634	8.88494659552858	9.70152640902796	9.70152640902796	10.3256185971405	10.9274862843395	9.70152640902796	10.101539843283	8.21294702244825	6.89784912253429	6.89784912253429	6.67217712548893	6.89784912253429	9.70152640902796	9.9773398450044	8.01614722255565	7.02727215631424	7.02727215631424	6.95716285715805	7.02727215631424
8.10143912593651	8.10143912593651	7.41557550712997	4.68398328450041	1.87119062353622	1.6475444582032	8.10143912593651	7.38668831956945	4.38180309987293	2.76382078460846	1.87917708378711	8.10143912593651	8.91769335836161	9.73422477100997	9.73422477100997	10.3582597084278	10.9584021465823	9.73422477100997	10.1366428473126	8.23615867663591	6.93223585024689	6.93223585024689	6.71228370322374	6.93223585024689	9.73422477100997	10.0073376079713	8.037077077086	6.96388704515033	6.96388704515033	6.84342603943224	6.96388704515033
8.13149774818092	8.13149774818092	7.45791738114023	4.66673085866231	1.87342756825557	1.64591746845234	8.13149774818092	7.40778433214837	4.42375846613015	2.91528678553721	2.02967275964535	8.13149774818092	8.94777491422123	9.7642571245225	9.7642571245225	10.388302780725	10.9889561802365	9.7642571245225	10.1700458733183	8.2596534912775	6.97908294191247	6.97908294191247	6.77687304535572	6.97908294191247	9.7642571245225	10.0351188477403	8.05545917110405	6.92332674553273	6.92332674553273	6.75810403233504	6.92332674553273
8.17000292258636	8.17000292258636	7.4955280728055	4.64936523073342	1.87939356288817	1.64049212078572	8.17000292258636	7.44931570608672	4.51615072868719	2.9862223701933	2.11988207712175	8.17000292258636	8.98608934837163	9.80272083304474	9.80272083304474	10.4267762037146	11.02733234171	9.80272083304474	10.2118648286593	8.29361486598983	7.0522983007048	7.0522983007048	6.86365122137493	7.0522983007048	9.80272083304474	10.0702145818322	8.08217464595728	6.89689885763984	6.89689885763984	6.70754649084222	6.89689885763984
8.18475464748731	8.18475464748731	7.51008321007502	4.62276312207662	1.87503821847002	1.62763438184836	8.18475464748731	7.46641815730847	4.60494862007718	2.95562519127511	2.13217370620348	8.18475464748731	9.00082830142783	9.81756732846042	9.81756732846042	10.4415474578988	11.0429654852722	9.81756732846042	10.2406549184304	8.31737011739749	7.13821284390832	7.13821284390832	6.97740928756183	7.13821284390832	9.81756732846042	10.0710872893423	8.07817807508714	6.8554974644329	6.8554974644329	6.65826334886531	6.8554974644329
